stim_idx,cluster_id
0,2
1,2
2,1
3,0
4,2
5,1
6,1
7,1
8,2
9,0
10,1
11,2
12,1
13,1
14,1
15,2
16,2
17,2
18,0
19,0
20,2
21,2
22,1
23,0
24,1
25,1
26,2
27,0
28,0
29,0
30,0
31,1
32,0
33,0
34,2
35,2
36,1
37,2
38,0
39,1
40,0
41,0
42,2
43,1
44,1
45,0
46,0
47,0
48,1
49,2
50,0
51,1
52,2
53,0
54,2
55,2
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,2
64,0
65,1
66,0
67,0
68,2
69,2
70,2
71,2
72,0
73,0
74,0
75,0
76,2
77,1
78,0
79,0
80,0
81,0
82,0
83,1
84,0
85,0
86,1
87,0
88,2
89,0
90,1
91,1
92,0
93,1
94,2
95,1
96,0
97,1
98,2
99,1
100,0
101,1
102,1
103,1
104,1
105,2
106,2
107,0
108,1
109,0
110,0
111,2
112,2
113,0
114,2
115,0
116,1
117,0
118,0
119,0
120,0
121,2
122,0
123,1
124,1
125,1
126,1
127,1
128,0
129,1
130,1
131,1
132,1
133,1
134,1
135,2
136,1
137,2
138,2
139,1
140,0
141,0
142,2
143,0
144,2
145,1
146,2
147,0
148,0
149,2
150,2
151,0
152,2
153,0
154,0
155,0
156,2
157,1
158,1
159,2
160,1
161,2
162,1
163,0
164,0
165,1
166,0
167,0
168,0
169,1
170,1
171,2
172,0
173,1
174,1
175,0
176,1
177,0
178,1
179,2
180,1
181,1
182,0
183,0
184,1
185,2
186,0
187,0
188,0
189,0
190,2
191,2
192,1
193,0
194,0
195,1
196,2
197,1
198,1
199,1
200,2
201,2
202,1
203,1
204,0
205,1
206,0
207,0
208,2
209,1
210,2
211,2
212,1
213,1
214,1
215,0
216,0
217,1
218,2
219,0
220,1
221,0
222,1
223,0
224,2
225,0
226,0
227,1
228,1
229,2
230,1
231,2
232,0
233,0
234,2
235,1
236,2
237,2
238,2
239,1
240,1
241,2
242,0
243,1
244,2
245,2
246,0
247,1
248,2
249,0
250,0
251,2
252,0
253,1
254,0
255,1
256,2
257,2
258,1
259,0
260,2
261,2
262,2
263,0
264,1
265,2
266,1
267,0
268,1
269,1
270,2
271,0
272,2
273,1
274,1
275,2
276,1
277,1
278,0
279,2
280,0
281,2
282,0
283,2
284,0
285,2
286,1
287,0
288,0
289,1
290,0
291,1
292,2
293,1
294,0
295,0
296,1
297,1
298,0
299,2
300,1
301,0
302,1
303,0
304,1
305,0
306,1
307,0
308,0
309,0
310,0
311,2
312,1
313,0
314,0
315,2
316,1
317,2
318,2
319,2
320,0
321,1
322,0
323,1
324,1
325,2
326,0
327,0
328,0
329,0
330,0
331,1
332,2
333,1
334,2
335,1
336,0
337,1
338,1
339,0
340,1
341,2
342,0
343,2
344,0
345,0
346,1
347,0
348,1
349,0
350,1
351,1
352,0
353,0
354,0
355,1
356,2
357,0
358,2
359,1
360,1
361,1
362,1
363,1
364,0
365,2
366,1
367,0
368,0
369,2
370,0
371,1
372,0
373,0
374,0
375,1
376,0
377,1
378,0
379,2
380,1
381,2
382,0
383,0
384,2
385,1
386,1
387,1
388,1
389,2
390,1
391,0
392,0
393,1
394,1
395,1
396,1
397,0
398,1
399,0
400,1
401,1
402,1
403,1
404,0
405,0
406,2
407,0
408,2
409,1
410,2
411,0
412,0
413,2
414,1
415,0
416,2
417,2
418,0
419,2
420,2
421,0
422,0
423,0
424,1
425,0
426,1
427,0
428,0
429,0
430,0
431,2
432,0
433,1
434,1
435,1
436,0
437,0
438,0
439,2
440,1
441,0
442,1
443,2
444,0
445,1
446,0
447,0
448,2
449,0
450,1
451,2
452,1
453,1
454,2
455,2
456,2
457,1
458,2
459,0
460,0
461,1
462,2
463,2
464,0
465,1
466,0
467,0
468,0
469,1
470,1
471,0
472,1
473,2
474,2
475,1
476,1
477,0
478,0
479,1
480,1
481,1
482,0
483,0
484,1
485,0
486,0
487,0
488,1
489,1
490,1
491,0
492,1
493,2
494,2
495,1
496,1
497,1
498,0
499,0
500,0
501,0
502,0
503,2
504,0
505,0
506,1
507,1
508,2
509,2
510,0
511,1
512,1
513,1
514,1
515,0
516,2
517,0
518,1
519,0
520,1
521,2
522,0
523,1
524,0
525,1
526,0
527,0
528,1
529,1
530,1
531,0
532,2
533,1
534,0
535,0
536,2
537,1
538,2
539,0
540,1
541,0
542,1
543,1
544,0
